SHOW_ID,TITLE,TYPE,GENRE,RELEASE_DATE,RATING,DURATION,COUNTRY,DIRECTOR,CAST,DATE_ADDED,DESCRIPTION
s17,The Witcher,TV Show,Sci-Fi,03-01-2000,8.3,84 min,UK,NIL,"Actor E, Actor A, Actor D",NIL,A thrilling story of survival.
s18,Money Heist,TV Show,Romance,11-04-2016,NIL,NIL,Japan,John Doe,"Actor A, Actor B, Actor D, Actor C, Actor E",08-07-2015,"Love, betrayal, and drama unfold."
s19,Narcos,Movie,Horror,02-11-2021,4.6,NIL,Spain,NIL,"Actor A, Actor B, Actor F, Actor D",28-07-2016,An unexpected journey.
s20,Enola Holmes,TV Show,Sci-Fi,15-04-2006,Not Rated,NIL,Japan,Jane Smith,"Actor E, Actor C, Actor B, Actor F",27-05-2010,"Love, betrayal, and drama unfold."
s21,Dark,TV Show,Drama,10-06-2011,NIL,120 min,Germany,NIL,"Actor B, Actor A, Actor C, Actor E, Actor F",NIL,"Love, betrayal, and drama unfold."
s22,You,TV Show,Crime,04-07-2006,NIL,NIL,Canada,Jane Smith,"Actor B, Actor A, Actor C, Actor D",NIL,NIL
s23,The Night Agent,TV Show,Action,02-06-2005,Not Rated,88 min,South Korea,NIL,Actor C,07-03-2011,"Love, betrayal, and drama unfold."
s24,Peaky Blinders,Movie,Documentary,13-03-2018,6.4,NIL,USA,NIL,"Actor E, Actor F, Actor B, Actor C, Actor D",NIL,Based on true events.
s25,Money Heist,TV Show,Sci-Fi,N/A,Not Rated,1 Seasons,UK,Jane Smith,Actor E,16-11-2017,NIL
s26,Dark,Movie,Romance,20-09-2014,NIL,NIL,India,Multiple Directors,Actor E,21-03-2018,A thrilling story of survival.
s27,Enola Holmes,Movie,Sci-Fi,01-11-2022,5.8,93 min,France,NIL,Actor B,NIL,NIL
s28,Squid Game,TV Show,Action,09-06-2019,NIL,NIL,Japan,John Doe,"Actor E, Actor C, Actor B",01-05-2002,An unexpected journey.
s29,NIL,Movie,Drama,28-08-2006,Not Rated,8 Seasons,Canada,Multiple Directors,"Actor E, Actor C",NIL,"Love, betrayal, and drama unfold."
s30,Ozark,Movie,Sci-Fi,23-04-2009,6.2,8 Seasons,Canada,Multiple Directors,"Actor D, Actor A, Actor B, Actor C, Actor F",23-10-2005,An unexpected journey.
s31,Money Heist,Movie,Sci-Fi,23-04-2019,NIL,NIL,India,Multiple Directors,"Actor C, Actor D, Actor A",29-06-2022,NIL
s32,NIL,TV Show,Drama,26-02-2001,NIL,159 min,India,NIL,"Actor D, Actor C",26-12-2018,An unexpected journey.
s33,The Witcher,TV Show,Documentary,29-09-2003,9.1,77 min,Japan,Jane Smith,"Actor C, Actor B, Actor D, Actor A, Actor F",06-01-2001,An unexpected journey.
s34,Lucifer,Movie,Comedy,25-10-2007,6,NIL,USA,John Doe,Actor F,28-09-2001,"Love, betrayal, and drama unfold."
s35,Stranger Things,Movie,Documentary,08-06-2022,6.1,116 min,India,Jane Smith,"Actor D, Actor C, Actor A, Actor B",08-09-2010,"Love, betrayal, and drama unfold."
s36,The Witcher,Movie,Thriller,06-04-2011,NIL,NIL,India,Jane Smith,"Actor A, Actor C, Actor B, Actor F",20-10-2006,NIL
s37,Wednesday,TV Show,Comedy,21-11-2005,NIL,NIL,France,John Doe,"Actor A, Actor D",01-04-2002,An unexpected journey.
s38,Dark,TV Show,Crime,24-04-2018,5.5,112 min,Japan,Multiple Directors,"Actor D, Actor C, Actor F, Actor B, Actor E",10-06-2009,Based on true events.
s39,Black Mirror,TV Show,Romance,N/A,NIL,NIL,South Korea,NIL,"Actor E, Actor A, Actor B, Actor C",31-01-2002,An unexpected journey.
s40,Enola Holmes,Movie,Drama,10-03-2013,6.8,4 Seasons,India,John Doe,"Actor C, Actor E, Actor A, Actor B",16-11-2004,NIL
s41,Peaky Blinders,Movie,Comedy,13-03-2024,NIL,165 min,Germany,John Doe,"Actor A, Actor B, Actor D",NIL,NIL
s42,Squid Game,Movie,Thriller,05-11-2015,Not Rated,NIL,Japan,NIL,"Actor A, Actor F, Actor E, Actor D, Actor B",11-03-2021,NIL
s43,The Crown,TV Show,Horror,N/A,NIL,8 Seasons,Japan,NIL,"Actor E, Actor C, Actor F",NIL,Based on true events.
s44,Narcos,TV Show,Unknown/Action,N/A,NIL,1 Seasons,Spain,NIL,"Actor F, Actor A, Actor D, Actor E, Actor C",31-12-2003,Based on true events.
s45,Stranger Things,TV Show,Thriller,14-02-2000,NIL,NIL,Canada,John Doe,"Actor D, Actor F, Actor C, Actor B",19-10-2001,"Love, betrayal, and drama unfold."
s46,Ozark,TV Show,Romance,01-10-2005,Not Rated,NIL,South Korea,Multiple Directors,Actor B,18-02-2011,An unexpected journey.
s47,The Witcher,TV Show,Comedy,22-04-2015,8.9,NIL,Japan,NIL,"Actor C, Actor E, Actor D, Actor B",NIL,Based on true events.
s48,Squid Game,TV Show,Drama,18-12-2006,Not Rated,NIL,UK,Jane Smith,Actor B,17-08-2007,Based on true events.
s49,Lucifer,TV Show,Drama,N/A,Not Rated,5 Seasons,France,NIL,"Actor F, Actor C, Actor D",20-11-2002,A thrilling story of survival.
s50,Black Mirror,Movie,Unknown/Comedy,02-02-2002,6.1,NIL,Germany,John Doe,"Actor B, Actor E, Actor D, Actor F, Actor A",20-12-2018,NIL
s51,Ozark,Movie,Horror,13-07-2017,Not Rated,NIL,Canada,Jane Smith,"Actor B, Actor D, Actor F, Actor A",03-05-2021,NIL
s52,You,TV Show,Crime,27-07-2010,7,87 min,France,NIL,"Actor A, Actor F, Actor E, Actor D",NIL,An unexpected journey.
s53,Squid Game,TV Show,Crime,29-07-2004,Not Rated,NIL,France,Multiple Directors,"Actor A, Actor B, Actor C, Actor D, Actor F",24-09-2007,Based on true events.
s54,The Night Agent,Movie,Comedy,08-01-2005,Not Rated,NIL,Germany,John Doe,Actor B,14-12-2019,NIL
s55,NIL,Movie,Documentary,N/A,7.6,NIL,Spain,Jane Smith,"Actor B, Actor A, Actor F, Actor D",19-03-2003,"Love, betrayal, and drama unfold."
s56,Wednesday,TV Show,Crime,16-11-2020,Not Rated,NIL,India,NIL,"Actor C, Actor A, Actor D, Actor E",29-11-2023,NIL
s57,Bird Box,Movie,Romance,23-11-2020,9.2,8 Seasons,UK,John Doe,"Actor B, Actor E, Actor A, Actor F",23-12-2010,NIL
s58,Lucifer,Movie,Sci-Fi,N/A,Not Rated,6 Seasons,India,John Doe,"Actor F, Actor B",04-03-2009,A thrilling story of survival.
s59,Red Notice,Movie,Romance,31-03-2013,7.5,NIL,Germany,Multiple Directors,"Actor C, Actor B",NIL,Based on true events.
s60,NIL,TV Show,Action,11-03-2024,Not Rated,4 Seasons,UK,NIL,"Actor A, Actor F, Actor E, Actor C, Actor D",29-10-2001,A thrilling story of survival.
s61,Wednesday,TV Show,Sci-Fi,30-11-2020,6,NIL,Japan,Jane Smith,"Actor C, Actor A, Actor F",13-02-2020,"Love, betrayal, and drama unfold."
s62,Black Mirror,TV Show,Horror,31-12-2004,Not Rated,5 Seasons,India,Jane Smith,"Actor C, Actor F, Actor B, Actor E, Actor A",NIL,An unexpected journey.
s63,The Witcher,Movie,Unknown/Sci-Fi,22-06-2010,8.9,NIL,USA,Jane Smith,"Actor B, Actor E, Actor F, Actor C, Actor D",13-05-2023,"Love, betrayal, and drama unfold."
s64,You,Movie,Comedy,22-10-2005,Not Rated,NIL,Spain,John Doe,"Actor B, Actor A, Actor C",NIL,"Love, betrayal, and drama unfold."
s65,Stranger Things,Movie,Crime,26-12-2009,NIL,NIL,South Korea,Jane Smith,"Actor F, Actor B, Actor D",24-05-2001,NIL
s66,The Crown,TV Show,Comedy,27-08-2024,NIL,7 Seasons,UK,Multiple Directors,"Actor E, Actor B",NIL,NIL
s67,The Irishman,Movie,Drama,09-10-2009,4.6,NIL,South Korea,John Doe,Actor A,20-03-2006,"Love, betrayal, and drama unfold."
s68,Money Heist,Movie,Unknown/Drama,30-05-2011,Not Rated,NIL,UK,NIL,"Actor D, Actor E, Actor B, Actor F, Actor A",21-01-2003,Based on true events.
s69,Stranger Things,Movie,Sci-Fi,27-12-2015,NIL,NIL,Canada,NIL,"Actor C, Actor E",19-02-2005,NIL
s70,Enola Holmes,TV Show,Crime,05-08-2019,NIL,NIL,India,John Doe,"Actor B, Actor E, Actor A, Actor D, Actor F",11-03-2008,An unexpected journey.
s71,Wednesday,TV Show,Comedy,01-05-2013,4.8,NIL,Japan,NIL,"Actor A, Actor D, Actor F",NIL,Based on true events.
s72,The Night Agent,Movie,Documentary,16-11-2017,7.3,NIL,France,Jane Smith,"Actor C, Actor F, Actor A, Actor E",10-10-2017,An unexpected journey.
s73,The Night Agent,TV Show,Romance,10-06-2017,NIL,NIL,Germany,NIL,"Actor D, Actor E, Actor C, Actor F, Actor B",26-06-2010,A thrilling story of survival.
s74,Bird Box,TV Show,Horror,15-11-2011,NIL,NIL,Canada,Multiple Directors,"Actor A, Actor F, Actor E, Actor C",21-10-2011,NIL
s75,Lucifer,Movie,Drama,13-09-2024,7.3,8 Seasons,India,NIL,"Actor E, Actor C, Actor B, Actor A",22-07-2017,NIL
s76,The Witcher,TV Show,Thriller,23-05-2006,9.2,7 Seasons,India,Jane Smith,Actor A,30-03-2008,"Love, betrayal, and drama unfold."
s77,Peaky Blinders,TV Show,Sci-Fi,13-01-2024,Not Rated,NIL,Canada,NIL,Actor E,03-03-2008,A thrilling story of survival.
s78,Peaky Blinders,TV Show,Documentary,03-08-2008,Not Rated,NIL,South Korea,John Doe,"Actor E, Actor A, Actor F, Actor B",27-04-2007,NIL
s79,Lucifer,TV Show,Action,19-07-2014,4.4,5 Seasons,USA,NIL,"Actor C, Actor D",13-06-2001,NIL
s80,Money Heist,TV Show,Drama,13-08-2002,NIL,3 Seasons,USA,John Doe,"Actor C, Actor A, Actor F, Actor E",26-07-2012,Based on true events.
s81,Enola Holmes,TV Show,Romance,17-05-2013,Not Rated,101 min,South Korea,NIL,"Actor E, Actor A, Actor F",24-03-2024,An unexpected journey.
s82,The Night Agent,TV Show,Crime,21-08-2002,NIL,8 Seasons,UK,NIL,"Actor A, Actor B, Actor F",03-02-2002,A thrilling story of survival.
s83,You,Movie,Romance,22-10-2022,NIL,1 Seasons,UK,Multiple Directors,"Actor C, Actor E, Actor D",NIL,NIL
s84,Dark,TV Show,Sci-Fi,26-12-2009,Not Rated,NIL,USA,NIL,"Actor B, Actor A, Actor D",24-01-2006,NIL
s85,Red Notice,Movie,Action,N/A,Not Rated,4 Seasons,Canada,NIL,"Actor E, Actor F",31-10-2020,Based on true events.
s86,Stranger Things,TV Show,Horror,23-03-2009,Not Rated,158 min,Canada,NIL,Actor D,26-09-2000,An unexpected journey.
s87,Squid Game,TV Show,Unknown/Crime,20-12-2016,Not Rated,152 min,India,John Doe,"Actor D, Actor B, Actor F, Actor A, Actor C",24-04-2000,"Love, betrayal, and drama unfold."
s88,The Witcher,TV Show,Action,08-01-2023,8.1,NIL,Canada,John Doe,"Actor E, Actor F",NIL,An unexpected journey.
s89,Lucifer,TV Show,Sci-Fi,18-04-2023,NIL,NIL,Japan,NIL,"Actor D, Actor C, Actor F, Actor B",09-11-2013,"Love, betrayal, and drama unfold."
s90,Bird Box,Movie,Action,12-03-2024,6.5,NIL,Germany,Jane Smith,Actor B,02-01-2023,NIL
s91,NIL,Movie,Horror,26-08-2002,Not Rated,60 min,Japan,Multiple Directors,"Actor C, Actor F, Actor E",16-01-2002,Based on true events.
s92,The Irishman,Movie,Unknown/Horror,17-06-2009,8.8,115 min,UK,Multiple Directors,"Actor F, Actor B, Actor C, Actor A",21-07-2006,Based on true events.
s93,Peaky Blinders,Movie,Horror,10-03-2010,NIL,155 min,Spain,NIL,"Actor E, Actor D, Actor A, Actor C, Actor F",NIL,An unexpected journey.
s94,The Night Agent,TV Show,Romance,05-12-2006,Not Rated,2 Seasons,Japan,Multiple Directors,Actor D,NIL,NIL
s95,Black Mirror,TV Show,Romance,07-01-2006,Not Rated,4 Seasons,Japan,NIL,"Actor B, Actor C, Actor F, Actor D, Actor E",01-10-2002,"Love, betrayal, and drama unfold."
s96,Lucifer,Movie,Unknown/Drama,17-05-2016,NIL,NIL,Germany,Jane Smith,"Actor A, Actor B, Actor C, Actor E",NIL,NIL
s97,NIL,TV Show,Sci-Fi,06-11-2015,Not Rated,8 Seasons,South Korea,NIL,Actor C,01-10-2017,NIL
s98,Peaky Blinders,Movie,Romance,25-05-2002,6.5,NIL,Canada,Jane Smith,"Actor B, Actor A",03-01-2014,NIL
s99,Extraction,Movie,Documentary,14-04-2003,NIL,174 min,France,NIL,"Actor A, Actor F, Actor C",NIL,Based on true events.
s100,Lucifer,Movie,Documentary,26-11-2005,7.4,159 min,France,NIL,"Actor E, Actor F, Actor C, Actor A, Actor D",22-02-2019,Based on true events.
s101,Extraction,TV Show,Documentary,13-01-2003,NIL,5 Seasons,South Korea,John Doe,"Actor A, Actor C",13-12-2012,NIL
s102,The Irishman,Movie,Sci-Fi,N/A,6.9,90 min,Spain,Multiple Directors,"Actor A, Actor F, Actor E, Actor D",28-05-2001,NIL
s103,Extraction,TV Show,Unknown/Horror,10-03-2008,6,8 Seasons,India,Jane Smith,Actor D,30-12-2012,An unexpected journey.
s104,The Crown,Movie,Crime,10-11-2008,Not Rated,NIL,Germany,NIL,Actor D,12-04-2019,Based on true events.
s105,The Crown,TV Show,Crime,02-11-2006,7.8,NIL,Germany,Jane Smith,"Actor E, Actor D, Actor B, Actor A, Actor F",07-07-2005,"Love, betrayal, and drama unfold."
s106,Money Heist,Movie,Sci-Fi,N/A,6.9,NIL,India,NIL,"Actor C, Actor D, Actor E",20-09-2011,A thrilling story of survival.
s107,Ozark,Movie,Comedy,17-10-2009,8.7,NIL,France,John Doe,"Actor F, Actor C",27-04-2011,NIL
s108,The Irishman,Movie,Action,22-03-2008,8.1,NIL,Canada,NIL,Actor C,16-07-2011,"Love, betrayal, and drama unfold."
s109,Lucifer,TV Show,Drama,22-01-2010,6.3,NIL,UK,John Doe,"Actor F, Actor C, Actor E, Actor A, Actor B",NIL,An unexpected journey.
s110,Stranger Things,Movie,Action,18-06-2019,Not Rated,NIL,Germany,Multiple Directors,"Actor C, Actor A, Actor E",15-01-2024,A thrilling story of survival.
s111,Ozark,TV Show,Drama,29-06-2005,Not Rated,128 min,India,Multiple Directors,"Actor F, Actor A",13-09-2016,NIL
s112,Bird Box,TV Show,Drama,05-10-2024,Not Rated,110 min,India,NIL,"Actor A, Actor C, Actor B, Actor D, Actor F",NIL,"Love, betrayal, and drama unfold."
s113,Narcos,Movie,Documentary,21-02-2001,NIL,6 Seasons,UK,NIL,"Actor B, Actor C, Actor F, Actor A",11-07-2006,An unexpected journey.
s114,Squid Game,Movie,Unknown/Thriller,01-12-2021,6.5,123 min,USA,John Doe,"Actor A, Actor B, Actor C",13-04-2020,NIL
s115,Bird Box,TV Show,Horror,N/A,Not Rated,NIL,Canada,Jane Smith,"Actor F, Actor E, Actor D, Actor A, Actor C",NIL,NIL
s116,The Crown,TV Show,Crime,01-01-2013,NIL,132 min,India,NIL,"Actor E, Actor C, Actor F",01-09-2019,"Love, betrayal, and drama unfold."
s117,Black Mirror,TV Show,Sci-Fi,08-04-2010,NIL,141 min,France,NIL,"Actor F, Actor E, Actor B, Actor C",01-06-2006,NIL
s118,NIL,Movie,Unknown/Comedy,14-09-2019,7.1,178 min,Germany,John Doe,"Actor B, Actor A",22-09-2019,NIL
s119,The Crown,Movie,Documentary,11-09-2007,NIL,6 Seasons,Spain,Jane Smith,"Actor F, Actor A, Actor D, Actor E",22-03-2017,NIL
s120,The Crown,Movie,Romance,22-12-2001,NIL,NIL,Germany,Jane Smith,"Actor D, Actor C, Actor B, Actor E, Actor F",NIL,"Love, betrayal, and drama unfold."
s121,Breaking Bad,TV Show,Action,30-09-2018,5.4,NIL,Japan,NIL,"Actor A, Actor C",25-04-2018,NIL
s122,Red Notice,Movie,Horror,18-07-2003,7.6,62 min,Canada,Jane Smith,"Actor A, Actor B, Actor C",25-07-2016,NIL
s123,Extraction,Movie,Action,01-03-2002,7.5,117 min,UK,John Doe,"Actor E, Actor D, Actor B, Actor F, Actor C",25-06-2010,NIL
s124,Black Mirror,TV Show,Documentary,N/A,4.3,NIL,Japan,NIL,"Actor C, Actor D, Actor E",27-07-2024,Based on true events.
s125,Wednesday,Movie,Thriller,08-04-2010,NIL,145 min,France,NIL,"Actor E, Actor D, Actor A, Actor F",09-01-2012,NIL
s126,The Night Agent,Movie,Thriller,31-12-2000,5.5,NIL,France,Jane Smith,"Actor D, Actor B, Actor E, Actor A",26-08-2007,"Love, betrayal, and drama unfold."
s127,Bird Box,Movie,Thriller,29-12-2022,7.7,NIL,Canada,NIL,Actor E,NIL,NIL
s128,Enola Holmes,TV Show,Action,N/A,NIL,NIL,Germany,Multiple Directors,"Actor E, Actor A, Actor D, Actor B, Actor C",05-07-2011,An unexpected journey.
s129,Stranger Things,TV Show,Documentary,16-10-2024,Not Rated,NIL,Japan,NIL,"Actor D, Actor F, Actor C, Actor A, Actor B",NIL,"Love, betrayal, and drama unfold."
s130,Money Heist,Movie,Unknown/Comedy,09-10-2006,NIL,NIL,India,John Doe,Actor F,23-06-2012,NIL
s131,Squid Game,TV Show,Thriller,27-09-2016,Not Rated,4 Seasons,UK,NIL,"Actor B, Actor E, Actor D, Actor C, Actor A",28-07-2007,A thrilling story of survival.
s132,Enola Holmes,TV Show,Unknown/Crime,11-07-2014,7.3,NIL,USA,NIL,Actor D,11-06-2005,NIL
s133,The Night Agent,Movie,Comedy,N/A,6.8,NIL,South Korea,NIL,"Actor F, Actor C, Actor B, Actor E",29-09-2002,"Love, betrayal, and drama unfold."
s134,The Crown,Movie,Horror,26-06-2008,NIL,NIL,France,Jane Smith,Actor C,09-12-2023,An unexpected journey.
s135,Ozark,Movie,Thriller,16-10-2005,8.8,5 Seasons,France,NIL,Actor B,13-04-2009,An unexpected journey.
s136,The Night Agent,TV Show,Crime,20-04-2020,Not Rated,144 min,Canada,NIL,"Actor A, Actor D, Actor B, Actor C",30-07-2021,NIL
s137,Stranger Things,TV Show,Documentary,04-12-2018,NIL,94 min,Canada,NIL,"Actor C, Actor A, Actor B, Actor E, Actor F",23-12-2022,Based on true events.
s138,Breaking Bad,Movie,Crime,06-08-2002,Not Rated,NIL,India,Jane Smith,Actor B,09-01-2024,Based on true events.
s139,The Crown,Movie,Documentary,03-02-2001,Not Rated,1 Seasons,Japan,Jane Smith,"Actor B, Actor D",28-07-2019,A thrilling story of survival.
s140,Extraction,Movie,Unknown/Horror,05-12-2021,7.9,NIL,Spain,John Doe,"Actor B, Actor E, Actor D, Actor C",06-12-2019,A thrilling story of survival.
s141,The Night Agent,Movie,Drama,04-12-2009,NIL,8 Seasons,France,Jane Smith,Actor E,04-02-2024,A thrilling story of survival.
s142,The Witcher,TV Show,Romance,20-04-2023,NIL,NIL,India,John Doe,Actor F,NIL,NIL
s143,Money Heist,TV Show,Comedy,24-06-2014,NIL,94 min,Germany,Multiple Directors,"Actor F, Actor A, Actor E, Actor D",03-06-2018,An unexpected journey.
s144,Lucifer,TV Show,Drama,08-09-2018,8.6,NIL,Canada,NIL,"Actor E, Actor F, Actor A, Actor D",NIL,A thrilling story of survival.
s145,The Crown,Movie,Horror,08-02-2006,Not Rated,77 min,Canada,John Doe,"Actor B, Actor D",16-09-2006,NIL
s146,Breaking Bad,TV Show,Sci-Fi,01-02-2019,4.9,NIL,Spain,Multiple Directors,"Actor A, Actor B",05-09-2008,"Love, betrayal, and drama unfold."
s147,Red Notice,Movie,Unknown/Drama,10-03-2021,Not Rated,NIL,UK,Jane Smith,"Actor F, Actor A",21-05-2013,NIL
s148,Bird Box,TV Show,Horror,17-05-2018,Not Rated,NIL,Canada,Jane Smith,"Actor D, Actor B",24-01-2015,NIL
s149,The Irishman,TV Show,Sci-Fi,04-10-2003,NIL,1 Seasons,Japan,Jane Smith,"Actor E, Actor A, Actor F",27-01-2024,NIL
s150,Squid Game,Movie,Horror,28-07-2023,6.5,6 Seasons,India,NIL,"Actor B, Actor F, Actor A",31-01-2008,Based on true events.
s151,Extraction,Movie,Crime,11-03-2002,NIL,161 min,UK,NIL,"Actor E, Actor A, Actor C",26-09-2018,NIL
s152,The Witcher,Movie,Drama,21-01-2011,Not Rated,79 min,UK,John Doe,"Actor A, Actor C, Actor E",NIL,"Love, betrayal, and drama unfold."
s153,Ozark,TV Show,Horror,28-04-2017,NIL,NIL,South Korea,Multiple Directors,"Actor F, Actor E, Actor A, Actor D, Actor B",23-12-2024,"Love, betrayal, and drama unfold."
s154,Enola Holmes,Movie,Romance,24-07-2000,4,140 min,South Korea,Jane Smith,"Actor F, Actor A, Actor C, Actor E",16-04-2004,An unexpected journey.
s155,Extraction,Movie,Drama,29-09-2001,7.6,NIL,South Korea,NIL,"Actor B, Actor F, Actor C, Actor D",15-06-2012,"Love, betrayal, and drama unfold."
s156,The Witcher,TV Show,Romance,26-07-2009,NIL,132 min,France,Jane Smith,Actor A,NIL,"Love, betrayal, and drama unfold."
s157,Narcos,TV Show,Action,19-08-2019,5.5,NIL,India,Multiple Directors,"Actor A, Actor C",09-04-2016,NIL
s158,Black Mirror,TV Show,Horror,06-03-2009,NIL,147 min,France,Jane Smith,"Actor D, Actor B, Actor C, Actor A, Actor F",29-04-2016,A thrilling story of survival.
s159,Black Mirror,Movie,Sci-Fi,26-06-2007,6.3,NIL,Japan,NIL,"Actor B, Actor C, Actor E",24-10-2024,NIL
s160,Bird Box,Movie,Horror,18-04-2016,7.9,114 min,Spain,NIL,Actor B,14-12-2014,An unexpected journey.
s161,Money Heist,Movie,Thriller,09-09-2013,NIL,NIL,Canada,Multiple Directors,"Actor F, Actor C, Actor D, Actor E, Actor A",NIL,Based on true events.
s162,Wednesday,TV Show,Drama,05-10-2005,NIL,5 Seasons,France,NIL,"Actor C, Actor D, Actor A",NIL,NIL
s163,NIL,Movie,Thriller,21-11-2023,NIL,NIL,India,NIL,"Actor A, Actor C, Actor E, Actor B, Actor F",29-07-2023,NIL
s164,The Witcher,Movie,Sci-Fi,26-02-2016,NIL,NIL,Canada,John Doe,"Actor C, Actor D, Actor A, Actor E",26-05-2011,An unexpected journey.
s165,Stranger Things,TV Show,Crime,22-01-2022,Not Rated,NIL,South Korea,Jane Smith,"Actor E, Actor F, Actor B, Actor C, Actor A",27-03-2021,A thrilling story of survival.
s166,Stranger Things,Movie,Sci-Fi,10-12-2000,9.2,119 min,Germany,NIL,"Actor D, Actor B",16-10-2010,Based on true events.
s167,Money Heist,Movie,Unknown/Drama,10-09-2022,4.5,NIL,USA,Multiple Directors,"Actor E, Actor A, Actor B, Actor D",18-08-2019,A thrilling story of survival.
s168,Extraction,TV Show,Romance,19-09-2010,6.3,69 min,Spain,NIL,"Actor C, Actor E, Actor D, Actor A",NIL,Based on true events.
s169,Red Notice,Movie,Action,16-11-2017,NIL,NIL,Germany,Multiple Directors,Actor A,NIL,NIL
s170,The Witcher,Movie,Drama,06-09-2020,4.9,8 Seasons,South Korea,Multiple Directors,"Actor D, Actor A, Actor F, Actor C",16-02-2012,Based on true events.
s171,Bird Box,Movie,Action,20-10-2001,NIL,177 min,India,Multiple Directors,"Actor E, Actor D, Actor A, Actor C",29-06-2005,"Love, betrayal, and drama unfold."
s172,Wednesday,TV Show,Sci-Fi,12-10-2021,Not Rated,177 min,Canada,Jane Smith,Actor E,23-08-2021,NIL
s173,Breaking Bad,Movie,Documentary,28-06-2003,7.3,62 min,Germany,NIL,"Actor E, Actor F, Actor B",15-11-2022,An unexpected journey.
s174,Dark,Movie,Unknown/Horror,03-12-2019,NIL,NIL,France,NIL,"Actor D, Actor C, Actor F, Actor A, Actor E",11-06-2002,NIL
s175,The Witcher,TV Show,Comedy,23-05-2006,NIL,75 min,Canada,Jane Smith,"Actor C, Actor B, Actor D",21-03-2024,An unexpected journey.
s176,Enola Holmes,Movie,Horror,N/A,Not Rated,167 min,USA,NIL,"Actor D, Actor A, Actor C, Actor E",26-01-2019,A thrilling story of survival.
s177,Extraction,Movie,Sci-Fi,29-06-2013,5.2,91 min,Germany,Multiple Directors,"Actor C, Actor F",15-10-2020,A thrilling story of survival.
s178,Ozark,Movie,Romance,26-06-2004,Not Rated,177 min,Canada,NIL,"Actor A, Actor B, Actor E, Actor D, Actor F",08-05-2004,NIL
s179,Breaking Bad,TV Show,Romance,23-02-2005,NIL,161 min,Japan,NIL,Actor F,NIL,"Love, betrayal, and drama unfold."
s180,Extraction,TV Show,Drama,30-01-2010,Not Rated,6 Seasons,Canada,John Doe,Actor D,26-03-2003,"Love, betrayal, and drama unfold."
s181,NIL,Movie,Thriller,16-10-2011,NIL,109 min,UK,Multiple Directors,"Actor A, Actor F, Actor E",03-10-2004,NIL
s182,Peaky Blinders,Movie,Comedy,05-07-2003,Not Rated,NIL,India,NIL,"Actor A, Actor F, Actor E, Actor B, Actor D",03-11-2024,"Love, betrayal, and drama unfold."
